06-01663,Port 1,Port 1,Port 2,Port 2,Port 3,Port 3,Port 4,Port 4,Port 5,Port 5,Port 5,Port 6,Port 6,Port 7,Port 7,Port 8,Port 8
Records: 4846,5TM,5TM,5TM,5TM,5TM,5TM,5TM,5TM,5TE,5TE,5TE,5TM,5TM,Battery,Battery,Barometer,Barometer
Timestamp, m³/m³ Water Content, °C Soil Temperature, m³/m³ Water Content, °C Soil Temperature, m³/m³ Water Content, °C Soil Temperature, m³/m³ Water Content, °C Soil Temperature, m³/m³ Water Content, °C Soil Temperature, mS/cm Bulk EC, m³/m³ Water Content, °C Soil Temperature,% Battery Percent, mV Battery Voltage, kPa Reference Pressure, °C Logger Temperature
10/10/22 16:00,-0.020,21.3,-0.022,21.3,-0.003,21.4,-0.014,21.5,0.005,21.5,0.00,-0.020,21.1,100,7571,84.31,21.9
10/10/22 17:00,-0.020,21.2,-0.022,21.2,-0.001,21.2,-0.013,21.1,0.006,21.2,0.00,-0.020,21.0,100,7606,84.28,21.5
10/10/22 18:00,-0.020,21.1,-0.022,21.1,-0.001,21.1,-0.013,21.0,0.006,21.1,0.00,-0.020,20.9,100,7607,84.28,21.0
10/10/22 19:00,-0.020,21.1,-0.022,21.2,-0.001,21.2,-0.013,21.0,0.007,21.2,0.00,-0.020,20.9,100,7606,84.30,21.0
10/10/22 20:00,-0.020,21.1,-0.022,21.1,-0.001,21.1,-0.013,21.0,0.007,21.2,0.00,-0.020,20.9,100,7606,84.31,20.9
10/10/22 21:00,-0.011,19.0,-0.022,19.1,-0.017,19.0,-0.023,18.7,-0.016,18.9,0.00,-0.023,18.8,100,7602,84.45,19.9
10/10/22 22:00,-0.017,18.1,-0.021,18.2,-0.020,18.3,-0.019,18.2,-0.017,18.4,0.00,-0.023,18.2,100,7602,84.37,18.5
10/10/22 23:00,-0.017,20.0,-0.019,19.9,-0.020,19.8,-0.015,19.8,-0.018,19.7,0.00,-0.023,19.5,100,7600,84.41,19.4
10/11/22 0:00,-0.017,16.8,-0.019,17.3,-0.020,16.4,-0.016,16.2,-0.018,16.1,0.00,-0.023,16.1,100,7570,84.39,17.6
10/11/22 1:00,-0.017,14.4,-0.019,14.9,-0.020,14.1,-0.017,13.9,-0.018,13.9,0.01,-0.023,13.8,100,7571,84.38,15.2
10/11/22 2:00,-0.017,12.5,-0.019,13.0,-0.020,12.2,-0.017,12.0,-0.018,12.0,0.01,-0.023,12.1,100,7570,84.36,13.4
10/11/22 3:00,-0.017,10.8,-0.020,11.2,-0.020,10.6,-0.017,10.4,-0.018,10.4,0.01,-0.024,10.5,100,7568,84.33,11.7
10/11/22 4:00,-0.018,9.4,-0.020,9.8,-0.021,9.3,-0.017,9.1,-0.018,9.1,0.01,-0.024,9.2,100,7564,84.31,10.3
10/11/22 5:00,-0.018,8.4,-0.020,8.7,-0.021,8.3,-0.017,8.1,-0.018,8.2,0.01,-0.024,8.2,100,7564,84.33,9.2
10/11/22 6:00,-0.018,7.6,-0.020,7.9,-0.021,7.5,-0.017,7.3,-0.018,7.4,0.01,-0.024,7.4,100,7564,84.31,8.2
10/11/22 7:00,-0.012,7.7,-0.019,7.8,-0.020,7.5,-0.018,7.4,-0.016,7.8,0.01,-0.018,7.5,100,7563,84.38,7.7
10/11/22 8:00,-0.008,12.2,-0.017,11.5,-0.019,10.9,-0.019,11.2,-0.013,12.7,0.01,-0.012,12.1,100,7562,84.74,10.0
10/11/22 9:00,-0.008,17.3,-0.017,16.3,-0.018,15.3,-0.019,15.9,-0.012,17.7,0.00,-0.013,17.1,100,7564,86.04,13.8
10/11/22 10:00,-0.014,21.6,-0.018,21.1,-0.013,20.4,-0.017,20.8,-0.005,22.0,0.00,-0.013,21.4,100,7564,85.69,18.3
10/11/22 11:00,-0.017,25.0,-0.020,25.0,-0.007,24.5,-0.013,24.6,0.004,25.3,0.00,-0.010,24.8,100,7562,85.65,22.9
10/11/22 12:00,-0.015,26.7,-0.018,26.6,-0.017,33.0,-0.017,34.2,-0.017,36.0,0.00,-0.021,37.3,100,7566,85.50,31.7
10/11/22 13:00,0.125,29.8,0.025,28.0,0.039,27.5,0.119,28.6,-0.022,36.5,0.00,-0.022,43.0,100,7568,85.44,38.0
10/11/22 13:30,0.126,26.4,0.022,21.7,0.034,22.8,0.106,27.6,#N/A,#N/A,#N/A,#N/A,#N/A,100,7572,85.44,32.2
10/11/22 14:00,0.127,25.4,0.021,19.8,0.033,20.9,0.102,27.3,#N/A,#N/A,#N/A,#N/A,#N/A,100,7570,85.45,29.3
10/11/22 14:30,0.127,24.8,0.021,18.9,0.033,20.0,0.103,26.5,#N/A,#N/A,#N/A,#N/A,#N/A,100,7572,85.45,27.5
10/11/22 15:00,0.126,24.3,0.021,18.4,0.034,19.5,0.103,25.7,#N/A,#N/A,#N/A,#N/A,#N/A,100,7572,85.47,26.6
10/11/22 15:30,0.126,23.7,0.022,18.2,0.034,19.3,0.101,24.8,#N/A,#N/A,#N/A,#N/A,#N/A,100,7571,85.50,25.0
10/11/22 16:00,0.125,23.0,0.022,18.1,0.034,19.2,0.099,23.8,#N/A,#N/A,#N/A,#N/A,#N/A,100,7569,85.54,22.9
10/11/22 16:30,0.124,22.3,0.022,18.1,0.034,19.2,0.098,22.7,#N/A,#N/A,#N/A,#N/A,#N/A,100,7568,85.57,21.1
10/11/22 17:00,0.123,21.6,0.023,18.1,0.035,19.2,0.096,21.7,#N/A,#N/A,#N/A,#N/A,#N/A,100,7568,85.64,20.2
10/11/22 17:30,0.122,20.9,0.023,18.2,0.035,19.2,0.095,20.8,#N/A,#N/A,#N/A,#N/A,#N/A,100,7566,85.72,17.3
10/11/22 18:00,0.121,20.2,0.023,18.2,0.035,19.2,0.093,19.8,#N/A,#N/A,#N/A,#N/A,#N/A,100,7564,85.84,15.6
10/11/22 18:30,0.120,19.5,0.023,18.3,0.036,19.2,0.092,18.9,#N/A,#N/A,#N/A,#N/A,#N/A,100,7564,85.92,14.6
10/11/22 19:00,0.119,18.9,0.024,18.3,0.036,19.2,0.091,18.2,#N/A,#N/A,#N/A,#N/A,#N/A,100,7561,85.94,13.8
10/11/22 19:30,0.119,18.4,0.024,18.3,0.036,19.2,0.090,17.6,#N/A,#N/A,#N/A,#N/A,#N/A,100,7562,86.03,13.2
10/11/22 20:00,0.118,17.9,0.025,18.3,0.037,19.1,0.090,17.1,#N/A,#N/A,#N/A,#N/A,#N/A,100,7564,86.07,12.3
10/11/22 20:30,0.118,17.5,0.025,18.3,0.037,19.1,0.089,16.5,#N/A,#N/A,#N/A,#N/A,#N/A,100,7559,86.09,10.8
10/11/22 21:00,0.117,17.0,0.025,18.2,0.038,19.0,0.088,15.8,#N/A,#N/A,#N/A,#N/A,#N/A,100,7559,86.11,10.0
10/11/22 21:30,0.116,16.5,0.025,18.2,0.038,18.9,0.087,15.3,#N/A,#N/A,#N/A,#N/A,#N/A,100,7558,86.16,8.7
10/11/22 22:00,0.115,16.0,0.025,18.1,0.038,18.8,0.087,14.7,#N/A,#N/A,#N/A,#N/A,#N/A,100,7556,86.21,6.7
10/11/22 22:30,0.115,15.6,0.025,18.0,0.038,18.7,0.086,14.2,#N/A,#N/A,#N/A,#N/A,#N/A,100,7557,86.22,6.7
10/11/22 23:00,0.114,15.2,0.026,18.0,0.038,18.6,0.086,13.7,#N/A,#N/A,#N/A,#N/A,#N/A,100,7558,86.23,6.1
10/11/22 23:30,0.114,14.7,0.026,17.9,0.038,18.5,0.085,13.2,#N/A,#N/A,#N/A,#N/A,#N/A,100,7525,86.23,5.7
10/12/22 0:00,0.113,14.3,0.026,17.9,0.038,18.4,0.084,12.6,#N/A,#N/A,#N/A,#N/A,#N/A,100,7526,86.21,5.2
10/12/22 0:30,0.112,13.9,0.026,17.7,0.039,18.2,0.083,12.2,#N/A,#N/A,#N/A,#N/A,#N/A,100,7528,86.23,4.7
10/12/22 1:00,0.112,13.5,0.026,17.6,0.039,18.1,0.083,11.7,#N/A,#N/A,#N/A,#N/A,#N/A,100,7530,86.24,4.3
10/12/22 1:30,0.111,13.1,0.026,17.5,0.039,18.0,0.082,11.3,#N/A,#N/A,#N/A,#N/A,#N/A,100,7529,86.27,3.7
10/12/22 2:00,0.111,12.8,0.026,17.5,0.039,17.9,0.082,11.0,#N/A,#N/A,#N/A,#N/A,#N/A,100,7527,86.27,3.2
10/12/22 2:30,0.110,12.4,0.026,17.3,0.039,17.7,0.081,10.6,#N/A,#N/A,#N/A,#N/A,#N/A,100,7529,86.26,2.4
10/12/22 3:00,0.110,12.1,0.026,17.2,0.039,17.6,0.081,10.2,#N/A,#N/A,#N/A,#N/A,#N/A,100,7530,86.24,1.8
10/12/22 3:30,0.110,11.7,0.026,17.1,0.039,17.4,0.081,9.8,#N/A,#N/A,#N/A,#N/A,#N/A,100,7529,86.23,0.6
10/12/22 4:00,0.109,11.4,0.026,17.0,0.039,17.3,0.080,9.4,#N/A,#N/A,#N/A,#N/A,#N/A,100,7530,86.25,-0.6
10/12/22 4:30,0.108,11.0,0.026,16.9,0.039,17.2,0.079,9.0,#N/A,#N/A,#N/A,#N/A,#N/A,100,7529,86.27,-0.5
10/12/22 5:00,0.108,10.7,0.026,16.7,0.039,17.0,0.079,8.7,#N/A,#N/A,#N/A,#N/A,#N/A,100,7523,86.30,-0.1
10/12/22 5:30,0.108,10.5,0.027,16.6,0.040,16.8,0.079,8.5,#N/A,#N/A,#N/A,#N/A,#N/A,100,7525,86.30,0.5
10/12/22 6:00,0.107,10.3,0.026,16.5,0.040,16.7,0.079,8.3,#N/A,#N/A,#N/A,#N/A,#N/A,100,7527,86.30,1.3
10/12/22 6:30,0.107,10.1,0.026,16.3,0.040,16.5,0.079,8.3,#N/A,#N/A,#N/A,#N/A,#N/A,100,7526,86.30,2.1
10/12/22 7:00,0.107,10.0,0.027,16.2,0.040,16.4,0.079,8.4,#N/A,#N/A,#N/A,#N/A,#N/A,100,7525,86.32,3.8
10/12/22 7:30,0.107,10.2,0.027,16.1,0.040,16.2,0.079,8.8,#N/A,#N/A,#N/A,#N/A,#N/A,100,7527,86.36,6.3
10/12/22 8:00,0.107,10.5,0.027,16.0,0.040,16.1,0.081,9.5,#N/A,#N/A,#N/A,#N/A,#N/A,100,7528,86.39,9.7
10/12/22 8:30,0.108,11.2,0.027,15.8,0.040,16.0,0.082,10.7,#N/A,#N/A,#N/A,#N/A,#N/A,100,7526,86.42,12.6
10/12/22 9:00,0.110,12.2,0.027,15.7,0.040,15.9,0.084,12.2,#N/A,#N/A,#N/A,#N/A,#N/A,100,7526,86.45,15.0
10/12/22 9:30,0.110,13.5,0.027,15.6,0.040,15.8,0.087,14.0,#N/A,#N/A,#N/A,#N/A,#N/A,100,7524,86.46,17.0
10/12/22 10:00,0.112,14.8,0.027,15.5,0.040,15.7,0.089,15.7,#N/A,#N/A,#N/A,#N/A,#N/A,100,7529,86.49,18.9
10/12/22 10:30,0.114,16.0,0.027,15.5,0.040,15.6,0.091,17.3,#N/A,#N/A,#N/A,#N/A,#N/A,100,7527,86.51,19.9
10/12/22 11:00,0.116,16.9,0.027,15.4,0.040,15.6,0.093,18.6,#N/A,#N/A,#N/A,#N/A,#N/A,100,7530,86.50,20.4
10/12/22 11:30,0.117,17.6,0.027,15.4,0.040,15.6,0.094,19.7,#N/A,#N/A,#N/A,#N/A,#N/A,100,7530,86.49,21.3
10/12/22 12:00,0.118,18.4,0.027,15.4,0.041,15.7,0.095,20.7,#N/A,#N/A,#N/A,#N/A,#N/A,100,7527,86.52,21.2
10/12/22 12:30,0.119,18.9,0.028,15.4,0.041,15.8,0.095,21.3,#N/A,#N/A,#N/A,#N/A,#N/A,100,7529,86.55,20.7
10/12/22 13:00,0.119,19.2,0.028,15.5,0.041,15.8,0.095,21.6,#N/A,#N/A,#N/A,#N/A,#N/A,100,7526,86.55,19.7
10/12/22 13:30,0.120,19.4,0.028,15.5,0.041,16.0,0.095,21.8,#N/A,#N/A,#N/A,#N/A,#N/A,100,7528,86.56,19.4
10/12/22 14:00,0.120,19.5,0.028,15.7,0.042,16.1,0.095,21.8,#N/A,#N/A,#N/A,#N/A,#N/A,100,7530,86.57,18.8
10/12/22 14:30,0.120,19.5,0.028,15.7,0.042,16.2,0.094,21.7,#N/A,#N/A,#N/A,#N/A,#N/A,100,7523,86.58,18.5
10/12/22 15:00,0.120,19.4,0.028,15.9,0.042,16.4,0.093,21.2,#N/A,#N/A,#N/A,#N/A,#N/A,100,7526,86.62,17.9
10/12/22 15:30,0.120,19.1,0.028,16.0,0.042,16.5,0.092,20.7,#N/A,#N/A,#N/A,#N/A,#N/A,100,7526,86.64,17.3
10/12/22 16:00,0.119,18.7,0.029,16.1,0.042,16.6,0.090,20.0,#N/A,#N/A,#N/A,#N/A,#N/A,100,7524,86.66,16.5
10/12/22 16:30,0.119,18.2,0.029,16.2,0.042,16.8,0.089,19.1,#N/A,#N/A,#N/A,#N/A,#N/A,100,7528,86.66,15.3
10/12/22 17:00,0.118,17.7,0.029,16.3,0.043,16.8,0.087,18.0,#N/A,#N/A,#N/A,#N/A,#N/A,100,7523,86.68,13.9
10/12/22 17:30,0.117,17.0,0.029,16.4,0.043,16.9,0.086,16.9,#N/A,#N/A,#N/A,#N/A,#N/A,100,7522,86.70,11.2
10/12/22 18:00,0.115,16.3,0.029,16.5,0.043,17.0,0.084,15.6,#N/A,#N/A,#N/A,#N/A,#N/A,100,7522,86.71,7.8
10/12/22 18:30,0.114,15.5,0.029,16.6,0.043,17.0,0.083,14.5,#N/A,#N/A,#N/A,#N/A,#N/A,100,7517,86.74,4.8
10/12/22 19:00,0.114,14.8,0.029,16.6,0.043,17.0,0.082,13.4,#N/A,#N/A,#N/A,#N/A,#N/A,100,7519,86.74,2.4
10/12/22 19:30,0.112,14.1,0.030,16.6,0.043,17.0,0.081,12.5,#N/A,#N/A,#N/A,#N/A,#N/A,100,7520,86.76,0.8
10/12/22 20:00,0.112,13.5,0.030,16.6,0.043,17.0,0.080,11.8,#N/A,#N/A,#N/A,#N/A,#N/A,100,7520,86.75,0.0
10/12/22 20:30,0.111,13.0,0.030,16.6,0.043,17.0,0.079,11.2,#N/A,#N/A,#N/A,#N/A,#N/A,100,7518,86.76,-0.7
10/12/22 21:00,0.110,12.5,0.030,16.6,0.043,16.9,0.079,10.6,#N/A,#N/A,#N/A,#N/A,#N/A,100,7517,86.76,-1.2
10/12/22 21:30,0.110,12.1,0.030,16.5,0.043,16.8,0.078,10.1,#N/A,#N/A,#N/A,#N/A,#N/A,100,7516,86.77,-1.6
10/12/22 22:00,0.109,11.7,0.030,16.5,0.043,16.7,0.078,9.7,#N/A,#N/A,#N/A,#N/A,#N/A,100,7518,86.78,-1.9
10/12/22 22:30,0.109,11.3,0.030,16.3,0.043,16.6,0.077,9.4,#N/A,#N/A,#N/A,#N/A,#N/A,100,7518,86.78,-1.0
10/12/22 23:00,0.108,11.1,0.030,16.3,0.043,16.5,0.077,9.2,#N/A,#N/A,#N/A,#N/A,#N/A,100,7518,86.78,0.3
10/12/22 23:30,0.108,10.9,0.030,16.2,0.043,16.4,0.077,9.0,#N/A,#N/A,#N/A,#N/A,#N/A,99,7480,86.78,1.1
10/13/22 0:00,0.108,10.7,0.030,16.1,0.044,16.2,0.076,8.8,#N/A,#N/A,#N/A,#N/A,#N/A,99,7484,86.77,1.1
10/13/22 0:30,0.107,10.5,0.030,16.0,0.044,16.1,0.076,8.6,#N/A,#N/A,#N/A,#N/A,#N/A,99,7488,86.77,1.1
10/13/22 1:00,0.107,10.3,0.030,15.9,0.044,16.0,0.076,8.4,#N/A,#N/A,#N/A,#N/A,#N/A,99,7487,86.77,1.8
10/13/22 1:30,0.107,10.0,0.030,15.7,0.043,15.8,0.076,8.3,#N/A,#N/A,#N/A,#N/A,#N/A,99,7488,86.78,2.0
10/13/22 2:00,0.106,9.9,0.030,15.7,0.043,15.7,0.076,8.1,#N/A,#N/A,#N/A,#N/A,#N/A,99,7489,86.77,2.2
10/13/22 2:30,0.106,9.7,0.030,15.5,0.043,15.6,0.076,8.0,#N/A,#N/A,#N/A,#N/A,#N/A,99,7489,86.75,2.3
10/13/22 3:00,0.106,9.6,0.030,15.4,0.043,15.5,0.076,7.9,#N/A,#N/A,#N/A,#N/A,#N/A,99,7490,86.75,1.7
10/13/22 3:30,0.106,9.4,0.030,15.3,0.043,15.3,0.076,7.7,#N/A,#N/A,#N/A,#N/A,#N/A,99,7486,86.75,1.6
10/13/22 4:00,0.106,9.2,0.030,15.2,0.043,15.2,0.076,7.5,#N/A,#N/A,#N/A,#N/A,#N/A,99,7489,86.75,1.5
10/13/22 4:30,0.106,9.1,0.030,15.1,0.043,15.1,0.075,7.3,#N/A,#N/A,#N/A,#N/A,#N/A,99,7489,86.75,0.9
10/13/22 5:00,0.105,8.9,0.030,15.0,0.043,15.0,0.075,7.1,#N/A,#N/A,#N/A,#N/A,#N/A,99,7487,86.75,0.4
10/13/22 5:30,0.105,8.7,0.030,14.9,0.043,14.9,0.074,6.9,#N/A,#N/A,#N/A,#N/A,#N/A,99,7485,86.76,-0.3
10/13/22 6:00,0.104,8.5,0.030,14.8,0.043,14.8,0.074,6.7,#N/A,#N/A,#N/A,#N/A,#N/A,99,7489,86.76,-0.1
10/13/22 6:30,0.104,8.3,0.030,14.7,0.043,14.7,0.074,6.6,#N/A,#N/A,#N/A,#N/A,#N/A,99,7487,86.75,0.8
10/13/22 7:00,0.104,8.3,0.029,14.6,0.043,14.6,0.074,6.7,#N/A,#N/A,#N/A,#N/A,#N/A,99,7487,86.78,2.8
10/13/22 7:30,0.104,8.4,0.030,14.5,0.043,14.4,0.075,7.1,#N/A,#N/A,#N/A,#N/A,#N/A,99,7488,86.83,5.9
10/13/22 8:00,0.105,8.8,0.030,14.4,0.043,14.4,0.076,7.9,#N/A,#N/A,#N/A,#N/A,#N/A,99,7486,86.87,9.6
10/13/22 8:30,0.106,9.5,0.030,14.3,0.043,14.2,0.078,9.1,#N/A,#N/A,#N/A,#N/A,#N/A,99,7486,86.90,11.6
10/13/22 9:00,0.106,10.5,0.030,14.2,0.043,14.2,0.079,10.5,#N/A,#N/A,#N/A,#N/A,#N/A,99,7486,86.91,13.1
10/13/22 9:30,0.108,11.5,0.030,14.1,0.043,14.1,0.081,12.1,#N/A,#N/A,#N/A,#N/A,#N/A,99,7488,86.88,14.5
10/13/22 10:00,0.110,12.6,0.030,14.0,0.043,14.0,0.084,13.7,#N/A,#N/A,#N/A,#N/A,#N/A,99,7489,86.85,16.0
10/13/22 10:30,0.111,13.7,0.030,14.0,0.043,14.0,0.086,15.1,#N/A,#N/A,#N/A,#N/A,#N/A,99,7488,86.84,16.6
10/13/22 11:00,0.112,14.6,0.030,13.9,0.043,14.0,0.087,16.2,#N/A,#N/A,#N/A,#N/A,#N/A,99,7489,86.82,17.3
10/13/22 11:30,0.113,15.3,0.030,13.9,0.043,14.0,0.088,17.2,#N/A,#N/A,#N/A,#N/A,#N/A,99,7491,86.76,17.9
10/13/22 12:00,0.114,16.0,0.030,13.9,0.043,14.1,0.089,18.2,#N/A,#N/A,#N/A,#N/A,#N/A,99,7488,86.70,18.7
10/13/22 12:30,0.115,16.6,0.030,14.0,0.043,14.2,0.090,19.0,#N/A,#N/A,#N/A,#N/A,#N/A,99,7489,86.65,19.2
10/13/22 13:00,0.116,17.1,0.030,14.0,0.044,14.2,0.090,19.8,#N/A,#N/A,#N/A,#N/A,#N/A,99,7488,86.58,19.6
10/13/22 13:30,0.117,17.6,0.030,14.1,0.044,14.4,0.090,20.3,#N/A,#N/A,#N/A,#N/A,#N/A,99,7488,86.52,20.1
10/13/22 14:00,0.118,17.9,0.030,14.2,0.044,14.5,0.091,20.7,#N/A,#N/A,#N/A,#N/A,#N/A,99,7488,86.48,20.5
10/13/22 14:30,0.118,18.1,0.030,14.3,0.044,14.6,0.090,20.9,#N/A,#N/A,#N/A,#N/A,#N/A,99,7489,86.44,20.6
10/13/22 15:00,0.118,18.2,0.031,14.4,0.044,14.8,0.090,20.8,#N/A,#N/A,#N/A,#N/A,#N/A,99,7488,86.41,20.7
10/13/22 15:30,0.118,18.2,0.030,14.5,0.045,15.0,0.089,20.5,#N/A,#N/A,#N/A,#N/A,#N/A,99,7488,86.38,20.4
10/13/22 16:00,0.118,18.0,0.031,14.7,0.045,15.1,0.088,20.0,#N/A,#N/A,#N/A,#N/A,#N/A,99,7489,86.35,19.9
10/13/22 16:30,0.118,17.7,0.031,14.8,0.045,15.2,0.087,19.3,#N/A,#N/A,#N/A,#N/A,#N/A,99,7489,86.33,19.0
10/13/22 17:00,0.117,17.2,0.031,14.9,0.045,15.4,0.085,18.3,#N/A,#N/A,#N/A,#N/A,#N/A,99,7489,86.32,17.6
10/13/22 17:30,0.116,16.7,0.031,15.1,0.046,15.5,0.083,17.2,#N/A,#N/A,#N/A,#N/A,#N/A,99,7488,86.33,14.9
10/13/22 18:00,0.115,16.1,0.031,15.1,0.046,15.6,0.082,15.9,#N/A,#N/A,#N/A,#N/A,#N/A,99,7487,86.33,10.9
10/13/22 18:30,0.114,15.3,0.031,15.2,0.046,15.7,0.081,14.7,#N/A,#N/A,#N/A,#N/A,#N/A,99,7485,86.34,7.8
10/13/22 19:00,0.113,14.6,0.031,15.3,0.046,15.8,0.079,13.7,#N/A,#N/A,#N/A,#N/A,#N/A,99,7485,86.35,6.7
10/13/22 19:30,0.112,14.0,0.031,15.4,0.046,15.8,0.078,12.8,#N/A,#N/A,#N/A,#N/A,#N/A,99,7482,86.34,4.6
10/13/22 20:00,0.111,13.4,0.031,15.4,0.046,15.8,0.077,12.1,#N/A,#N/A,#N/A,#N/A,#N/A,99,7485,86.32,3.5
10/13/22 20:30,0.110,12.9,0.031,15.5,0.046,15.8,0.077,11.4,#N/A,#N/A,#N/A,#N/A,#N/A,99,7484,86.32,4.0
10/13/22 21:00,0.110,12.4,0.031,15.5,0.046,15.8,0.076,11.0,#N/A,#N/A,#N/A,#N/A,#N/A,99,7484,86.32,4.7
10/13/22 21:30,0.110,12.1,0.032,15.5,0.046,15.7,0.076,10.7,#N/A,#N/A,#N/A,#N/A,#N/A,99,7484,86.32,6.0
10/13/22 22:00,0.109,11.8,0.032,15.4,0.046,15.7,0.076,10.5,#N/A,#N/A,#N/A,#N/A,#N/A,99,7485,86.31,5.7
10/13/22 22:30,0.109,11.6,0.031,15.3,0.046,15.6,0.075,10.2,#N/A,#N/A,#N/A,#N/A,#N/A,99,7485,86.28,6.1
10/13/22 23:00,0.108,11.4,0.031,15.3,0.046,15.5,0.075,10.0,#N/A,#N/A,#N/A,#N/A,#N/A,99,7482,86.26,7.5
10/13/22 23:30,0.108,11.2,0.032,15.2,0.046,15.4,0.075,9.9,#N/A,#N/A,#N/A,#N/A,#N/A,98,7451,86.25,7.3
10/14/22 0:00,0.108,11.0,0.031,15.1,0.046,15.3,0.075,9.7,#N/A,#N/A,#N/A,#N/A,#N/A,98,7454,86.24,5.7
10/14/22 0:30,0.108,10.8,0.031,15.1,0.046,15.2,0.074,9.4,#N/A,#N/A,#N/A,#N/A,#N/A,98,7453,86.21,4.9
10/14/22 1:00,0.107,10.5,0.031,15.0,0.046,15.2,0.074,9.0,#N/A,#N/A,#N/A,#N/A,#N/A,98,7456,86.18,3.8
10/14/22 1:30,0.107,10.3,0.032,14.9,0.046,15.1,0.074,8.8,#N/A,#N/A,#N/A,#N/A,#N/A,98,7456,86.15,3.9
10/14/22 2:00,0.106,10.0,0.032,14.9,0.046,15.0,0.074,8.5,#N/A,#N/A,#N/A,#N/A,#N/A,98,7454,86.11,2.9
10/14/22 2:30,0.106,9.8,0.031,14.8,0.046,14.9,0.073,8.2,#N/A,#N/A,#N/A,#N/A,#N/A,98,7455,86.07,2.3
10/14/22 3:00,0.106,9.6,0.032,14.7,0.046,14.8,0.073,8.0,#N/A,#N/A,#N/A,#N/A,#N/A,98,7453,86.04,2.5
10/14/22 3:30,0.106,9.4,0.031,14.6,0.046,14.7,0.073,7.8,#N/A,#N/A,#N/A,#N/A,#N/A,98,7456,86.02,2.2
10/14/22 4:00,0.106,9.2,0.032,14.5,0.046,14.6,0.073,7.6,#N/A,#N/A,#N/A,#N/A,#N/A,98,7454,86.02,2.8
10/14/22 4:30,0.105,9.1,0.032,14.4,0.046,14.5,0.073,7.5,#N/A,#N/A,#N/A,#N/A,#N/A,98,7456,86.00,2.4
10/14/22 5:00,0.105,8.9,0.031,14.3,0.046,14.4,0.073,7.3,#N/A,#N/A,#N/A,#N/A,#N/A,98,7454,85.99,2.0
10/14/22 5:30,0.104,8.7,0.031,14.3,0.045,14.3,0.072,7.1,#N/A,#N/A,#N/A,#N/A,#N/A,98,7455,85.99,2.0
10/14/22 6:00,0.104,8.6,0.031,14.2,0.046,14.2,0.072,6.9,#N/A,#N/A,#N/A,#N/A,#N/A,98,7454,85.98,1.0
10/14/22 6:30,0.104,8.4,0.031,14.1,0.045,14.1,0.072,6.7,#N/A,#N/A,#N/A,#N/A,#N/A,98,7452,85.98,1.2
10/14/22 7:00,0.104,8.3,0.031,14.0,0.045,14.0,0.072,6.7,#N/A,#N/A,#N/A,#N/A,#N/A,98,7453,85.99,3.1
10/14/22 7:30,0.104,8.4,0.031,13.9,0.045,13.9,0.072,7.1,#N/A,#N/A,#N/A,#N/A,#N/A,98,7456,86.01,7.5
10/14/22 8:00,0.104,8.8,0.031,13.8,0.045,13.8,0.073,8.0,#N/A,#N/A,#N/A,#N/A,#N/A,98,7453,86.02,11.3
10/14/22 8:30,0.106,9.5,0.031,13.7,0.045,13.7,0.075,9.4,#N/A,#N/A,#N/A,#N/A,#N/A,98,7454,86.00,13.9
10/14/22 9:00,0.107,10.6,0.031,13.7,0.045,13.6,0.077,11.0,#N/A,#N/A,#N/A,#N/A,#N/A,98,7455,85.98,16.4
10/14/22 9:30,0.108,11.8,0.031,13.6,0.045,13.5,0.079,12.7,#N/A,#N/A,#N/A,#N/A,#N/A,98,7457,85.97,18.2
10/14/22 10:00,0.110,13.1,0.031,13.5,0.045,13.5,0.081,14.4,#N/A,#N/A,#N/A,#N/A,#N/A,98,7454,85.95,20.1
10/14/22 10:30,0.111,14.3,0.031,13.5,0.045,13.5,0.083,16.1,#N/A,#N/A,#N/A,#N/A,#N/A,98,7454,85.91,21.8
10/14/22 11:00,0.113,15.4,0.031,13.5,0.045,13.5,0.085,17.7,#N/A,#N/A,#N/A,#N/A,#N/A,98,7457,85.89,23.0
10/14/22 11:30,0.115,16.4,0.031,13.5,0.046,13.5,0.087,19.1,#N/A,#N/A,#N/A,#N/A,#N/A,98,7459,85.87,23.9
10/14/22 12:00,0.116,17.3,0.031,13.5,0.046,13.6,0.088,20.3,#N/A,#N/A,#N/A,#N/A,#N/A,98,7458,85.85,24.8
10/14/22 12:30,0.118,18.0,0.031,13.5,0.046,13.7,0.089,21.4,#N/A,#N/A,#N/A,#N/A,#N/A,98,7460,85.80,25.7
10/14/22 13:00,0.118,18.7,0.032,13.6,0.046,13.9,0.089,22.1,#N/A,#N/A,#N/A,#N/A,#N/A,98,7463,85.79,26.2
10/14/22 13:30,0.119,19.1,0.032,13.7,0.046,14.0,0.090,22.6,#N/A,#N/A,#N/A,#N/A,#N/A,98,7460,85.78,26.2
10/14/22 14:00,0.120,19.4,0.032,13.9,0.047,14.2,0.089,22.8,#N/A,#N/A,#N/A,#N/A,#N/A,98,7461,85.78,26.2
10/14/22 14:30,0.120,19.7,0.032,14.0,0.047,14.4,0.089,22.9,#N/A,#N/A,#N/A,#N/A,#N/A,98,7463,85.78,26.4
10/14/22 15:00,0.120,19.7,0.032,14.2,0.047,14.6,0.089,22.8,#N/A,#N/A,#N/A,#N/A,#N/A,98,7460,85.78,26.0
